1;2;1;;13/1/0101;PORTO ALEGRE;04/06/1914;RAUL PILLA;ARGEMIRO DORNELLES;;"ASSUNTOS PESSOAIS;";Carta Aborda sobre assuntos pessoais e profissionais comentando sobre sua tese de medicina em fase de elaboração  ;;0000-00-00;N;10
2;2;2;;13/1/0102;Cidreira;19/01/1915;Raul Pilla;Argemiro Dornelles;;"Artigo para publicação;";Bilhete solicita o envio de artigo de jornal.;;0000-00-00;N;10
3;2;3;;13/1/0103;Cidreira;28/02/1915;Raul Pilla;Argmeiro Dornelles;;"Assuntos Pessoais; Regionalismo;";Carta aborda assuntos pessoais, veraneio em Cidreira e um passeio a Tramandaí, critica o provincialismo das pessoas de Tramandaí.;Pieter Teske;0000-00-00;N;10
5;2;4;;13/1/0104;Porto Alegre;18/03/1915;Raul Pilla;Argemiro Dornelles;;"Assuntos Pessoais;";Bilhete agradece carta recebida, aborda sobre assuntos pessoais informando sobre a elaboração de sua tese.;Maria Cecilia Kanan;0000-00-00;N;11
6;2;5;;13/1/0105;Porto Alegre;30/04/1915;Raul Pilla;Argemiro Dornelles;;"Assuntos Pessoais; Assuntos Profissionais;";Carta agradece documentos recebidos, comenta o congresso médico, aborda assuntos pessoais e profissionais, comentando experiência realizada com coelhos.;Maria Cecilia Kanan;0000-00-00;N;10
7;2;6;;13/1/0106;Porto Alegre;07/05/1915;Raul Pilla;Argemiro Dornelles;;"Assuntos Pessoais; Assuntos Profissionais;";Carta aborda sobre assuntos pessoais e profissionais, informando que foi escolhido para orador da sua turma de medicina.;Maria Cecilia Kanan;0000-00-00;N;10
8;2;7;;13/1/0107;Porto Alegre;17/06/1915;Raul Pilla;Argemiro Dornelles;;"Positivismo de Borges; Pinheiro Machado; Papel social do médico;";"Carta aborda ligeiramente sobre política, comentando a situação de Borges de Medeiros e discursa sobre a temática de sua oração para formatura em medicina.
O médico como profissional e como cidadão 
-positivismo de Borges";Maria Cecilia Kanan;0000-00-00;N;10
9;2;8;;13/1/0108;São Borja;24/06/1915;Raul Pilla;Argemiro Dornelles;;"Literatura social e política;";Carta informa sobre o envio de livros sobre medicina e literatura em geral (1 pg).;Maria Cecilia Kanan;28/05/1980;N;10
10;2;9;;13/1/0109;Porto Alegre;30/07/1915;Raul Pilla;Argemiro Dornelles;;"Manifesto;";Cartão. Envia notícias e agradece carta recebida. Publicação de um manifesto que teve repercussão.;Maria Cecilia Kanan;0001-11-30;N;10
11;2;10;;13/1/0110;Porto Alegre;16/08/1915;Raul Pilla;Argemiro Dornelles;;"Centro Cívico Juventude; Parlamentarismo; Jornal Político; Partido Federalista; Oposição a Borges;";Carta aborda sobre a necessidade de criação de um centro cívico para reeducar a juventude, em uma propaganda parlamentarista, da renovação ao Partido Federalista ficando seu Diretório Central em Porto Alegre. necessidade de um jornal político e afiliação dos correligionários. Intolerância de Borges de Medeiros.;Maria Cecilia Kanan;17/04/2013;N;10
12;2;11;;13/1/0111;Porto Alegre;05/09/1915;Raul Pilla;Argemiro Dornelles;;"Reorganização do Partido Federalista; Filiação partidária; Nacionalização do programa; Ataque ao Pinehiro Machado;";Carta comenta sobre a necessidade da reorganização do partido Federalista e os planos de modernização do diretório do PF de São Borja, assim como afirma a necessidade de nacionalizar o programa do Partido. Insiste na filiação partidária aos moldes da posição européia. Ataca Pinheiro Machado.;Maria Cecília Kanan;17/04/2013;N;10
13;2;12;;13/1/0112;Porto Alegre;29/09/1915;Raul Pilla;Argemiro Dornelles;;"Propaganda parlamentarista; Reorganização do Partido Federalista; Necessidade de um jornal.";Carta aborda sobre o livro de Medeiros e Albuquerque e a sua importância na propaganda parlamentarista, e a reorganização do Partido Federalista.;Maria Cecilia Kanan;17/04/2013;N;10
